FamilyID	Sporothrix_euskadiensis_VPRI43754<1>	Sporothrix_pseudoabietina_VPRI43531<2>	Sporothrix_variecibatus_CBS121961<3>	Sporothrix_protearum_CBS116654<4>	Sporothrix_humicola_CBS118129<5>	Sporothrix_pallida_CBS13156<6>	Sporothrix_mexicana_CBS120341<7>	Sporothrix_brasiliensis_5110<8>	Sporothrix_schenckii_1099<9>	Sporothrix_globosa_CBS120340<10>	Sporothrix_luriei_CBS93772<11>	Sporothrix_phasma_CBS119721<12>	Sporothrix_dimorphospora_CBS55374<13>	Sporothrix_inflata_CBS23968<14>	Sporothrix_bragantina_CBS47491<15>	Sporothrix_curviconia_CBS95973<16>	Sporothrix_thermara_CBS139747MAG<17>	Sporothrix_epigloea_CBS57363<18>	Sporothrix_epigloea_TF4163<19>	Sporothrix_epigloea_CBS119000<20>	Sporothrix_eucalyptigena_CBS139899<21>	Sporothrix_eucalyptigena_CBS140593<22>	Sporothrix_nigrograna_VPRI43755<23>	Ophiostoma_novoulmi_H327<24>	Ophiostoma_ips_VPRI43529<25>	Sporothrix_brunneoviolacea_CBS124561<26>	Ophiostoma_fasciatum_VPRI43845<27>	Sporothrix_insectorum_RCEF264<28>	Leptographium_lundbergii_CBS138716<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>	<54>	<55>	<56>	<57>
CE3	1	1	3	1	3	2	3	1	1	2	1	0	1	2	3	2	1	0	0	0	3	2	0	0	1	3	0	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	2	0	0	2	1
AA12	0	1	2	2	3	3	2	1	1	1	1	0	2	4	3	3	1	0	0	0	4	4	0	0	0	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	3	1	1	1	1	2	2	2	2	2	2	0	0	4	0
AA1_2	3	3	4	3	4	4	5	3	2	1	2	3	4	4	5	4	3	3	3	3	4	4	3	3	3	4	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	2	2	2	4	3	3	3	3	3	3	3	4	3
AA1	4	3	3	4	3	3	4	3	4	4	3	4	2	3	4	5	4	0	0	0	5	5	3	2	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	5	3
AA1_3	3	3	5	3	6	6	5	4	4	3	4	3	5	5	4	4	3	1	1	1	5	5	3	5	4	5	2	4	4	3	4	4	4	4	4	4	4	4	4	4	3	5	6	4	4	4	4	5	4	4	4	4	4	1	1	5	4
CE8	2	2	3	2	3	3	6	2	2	2	2	2	1	6	8	5	5	0	0	0	7	8	5	5	0	8	2	0	4	3	3	3	3	3	3	2	2	2	2	2	2	3	3	2	2	2	2	2	4	4	4	4	5	0	0	7	3
GH105	1	2	1	1	3	3	2	1	1	1	1	1	2	2	2	1	0	0	0	0	2	2	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	0	0	2	1
GH28	4	4	8	3	6	6	10	4	4	5	5	4	6	5	8	6	4	0	0	0	8	8	1	5	4	10	3	4	6	4	4	4	4	4	4	5	5	5	5	5	4	6	6	5	5	5	4	5	4	4	4	4	5	0	0	8	4
GH78	6	6	10	2	9	11	8	4	3	5	1	1	11	13	10	5	6	0	1	0	10	11	3	5	4	7	3	5	5	4	5	5	5	5	5	6	6	6	6	6	6	8	9	4	4	4	4	10	5	5	5	5	5	1	1	10	5
PL26	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PL3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PL1_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GH106	2	2	3	1	3	3	2	2	2	2	1	1	3	3	3	2	0	0	0	0	3	3	1	0	0	1	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	2	2	2	2	3	1	1	1	1	2	0	0	3	0
